record_id,state,account_length,phone_number,international_plan,voice_mail_plan,number_vmail_messages,customer_service_calls,churn
568,IN,108,510-329-1955,no,no,0,2,0
569,NC,133,408-344-3160,yes,yes,32,2,1
570,DE,51,510-406-2454,no,no,0,1,0
571,MN,186,415-335-3913,no,yes,26,2,0
572,WI,44,415-355-7705,yes,no,0,1,0
573,FL,64,408-410-7108,no,yes,31,3,0
574,WV,44,510-419-1674,no,no,0,2,1
575,SD,114,415-351-7369,no,yes,36,1,0
576,FL,92,415-349-9566,no,no,0,3,0
577,OR,110,408-333-3421,no,no,0,2,0
578,CO,90,408-393-8199,no,yes,30,1,0
579,CT,72,408-388-4879,no,yes,21,1,0
580,IN,113,415-353-6007,no,no,0,1,1
581,PA,171,415-416-1557,no,yes,25,3,0
582,NM,104,415-356-7217,no,no,0,1,0
583,ME,165,408-350-2012,no,no,0,1,0
584,SD,104,510-420-9838,no,no,0,0,1
585,AR,110,408-373-6379,no,no,0,1,0
586,TX,90,408-355-7293,yes,no,0,1,0
587,NH,114,415-406-4588,no,no,0,1,0
588,OK,101,408-345-1524,no,no,0,5,1
589,WI,117,408-375-8493,no,yes,14,1,0
590,AL,109,408-361-2924,no,no,0,2,0
591,PA,82,408-359-6163,no,no,0,1,0
592,OK,92,510-411-8140,no,no,0,2,0
593,ME,82,510-381-9049,no,yes,29,2,0
594,WV,90,415-344-4478,no,no,0,2,0
595,HI,87,408-360-2690,no,yes,28,1,0
596,MN,124,510-410-7383,no,no,0,3,0
597,NY,39,408-356-1889,no,no,0,2,0
598,AZ,84,415-341-2360,no,no,0,1,0
599,OH,75,510-370-3021,no,yes,46,0,0
600,MI,102,510-336-4656,no,no,0,2,0
601,MA,62,415-386-2810,yes,no,0,0,1
602,WV,143,510-350-1354,no,no,0,1,0
603,MI,53,415-346-5707,no,no,0,3,0
604,NM,30,415-405-8370,no,no,0,1,0
605,MO,112,415-373-2053,no,no,0,2,1
606,RI,129,415-369-5222,no,no,0,0,0
607,NC,63,415-347-7420,no,yes,29,1,0
608,WY,28,415-392-6856,no,no,0,0,0
609,WY,111,415-371-5556,no,no,0,3,0
610,PA,91,510-334-5337,no,no,0,3,0
611,KY,90,415-334-8817,no,no,0,1,0
612,OR,151,510-339-1405,no,no,0,4,0
613,NV,105,415-380-7742,yes,yes,29,1,1
614,DC,41,408-329-6191,no,yes,37,2,0
615,UT,48,510-340-3075,no,yes,43,1,0
616,WA,166,408-416-5849,yes,yes,35,2,0
617,FL,79,510-334-7443,no,no,0,3,0
618,VA,153,510-394-9121,no,no,0,1,0
619,KS,110,415-383-1657,yes,no,0,0,1
620,KS,163,415-347-4112,no,no,0,1,0
621,DC,126,510-362-8280,no,no,0,1,0
622,ME,105,408-402-9982,no,yes,33,2,0
623,LA,172,415-392-8905,no,no,0,3,0
624,DC,126,415-392-5512,no,no,0,0,0
625,TX,97,510-351-6384,no,no,0,3,0
626,NJ,95,408-348-8015,yes,yes,37,0,1
627,DE,87,510-374-6966,no,no,0,4,0
628,VT,97,415-328-2236,no,no,0,1,0
629,GA,76,415-372-6497,no,no,0,0,1
630,TX,140,408-417-8617,no,no,0,0,0
631,MT,169,415-361-9621,no,no,0,0,0
632,ND,68,408-421-2723,no,yes,22,3,0
633,NJ,122,415-327-9341,no,yes,34,2,0
634,MO,36,408-383-5474,no,no,0,2,0
635,CO,120,510-328-8147,no,yes,27,5,0
636,KS,121,408-373-5438,no,no,0,1,0
637,NC,64,408-333-9253,no,yes,19,0,0
638,MT,13,415-347-9421,no,yes,31,1,0
639,DE,106,415-419-3167,no,no,0,0,0
640,ND,88,415-414-4162,no,no,0,2,0
641,VA,74,408-416-5341,no,no,0,1,0
642,IL,83,415-368-8600,no,no,0,0,0
643,OK,49,415-336-6085,no,no,0,0,0
644,CO,111,510-377-1479,no,yes,24,1,0
645,MT,50,415-360-2107,no,yes,22,3,0
646,WV,153,408-405-9384,no,yes,28,0,0
647,ME,88,415-420-5179,no,no,0,1,0
648,WI,131,415-331-3174,no,yes,39,0,0
649,MO,79,408-411-5958,no,no,0,3,1
650,NY,140,415-333-8180,no,no,0,2,0
651,CT,105,408-357-2679,no,no,0,1,0
652,AR,54,415-396-2867,no,yes,39,3,0
653,WY,87,415-341-9443,no,yes,22,3,0
654,CA,96,510-341-4103,no,yes,31,1,0
655,CA,79,510-416-8701,no,no,0,5,1
656,MN,55,415-397-6109,no,no,0,0,0
657,AK,130,415-392-5587,no,no,0,2,0
658,VA,34,415-392-9342,no,no,0,0,0
659,CO,139,415-368-2845,no,no,0,1,0
660,MT,109,408-405-4920,no,no,0,1,1
661,SD,65,408-348-7484,no,yes,31,1,0
662,NE,63,415-338-5207,no,no,0,0,0
663,VT,152,415-418-7846,no,no,0,3,0
664,ND,147,408-358-8729,no,no,0,1,0
665,GA,112,415-349-1943,no,yes,22,2,0
666,OR,120,415-368-8283,no,no,0,2,0
667,MT,27,510-345-1419,no,no,0,0,0
668,WY,171,415-358-8025,no,no,0,1,0
669,GA,101,415-383-8695,no,yes,33,0,0
670,WV,32,408-370-7565,no,yes,26,1,0
671,CT,3,415-401-6162,no,yes,36,2,0
672,IL,151,408-386-5303,no,no,0,0,0
673,CO,60,408-351-6552,no,no,0,3,0
674,DE,119,415-345-5338,no,no,0,1,0
675,LA,43,415-330-2849,no,no,0,1,0
676,MA,42,408-364-6801,no,no,0,0,0
677,IN,84,408-375-3003,no,no,0,1,0
678,NY,65,510-383-8878,no,no,0,0,0
679,TX,75,415-384-2372,yes,no,0,1,1
680,KS,116,510-377-7107,no,no,0,1,0
681,WV,107,415-361-1581,no,no,0,0,0
682,NE,189,415-417-7888,no,yes,38,3,0
683,ND,123,408-383-8364,no,no,0,1,0
684,AK,110,408-396-2335,no,no,0,3,0
685,CO,63,415-408-4530,no,yes,32,1,0
686,ME,176,415-408-6621,no,no,0,3,0
687,SC,108,510-393-7522,no,no,0,1,0
688,MN,13,510-338-7120,no,yes,21,3,0
689,CO,71,415-357-4265,no,no,0,1,0
690,KS,88,415-398-8801,no,no,0,2,0
691,MS,137,510-346-2347,no,no,0,1,0
692,NE,82,408-343-2741,no,no,0,4,0
693,NJ,92,510-420-8242,no,yes,29,3,0
694,WI,165,510-402-7746,no,no,0,6,0
695,MT,96,415-332-1494,no,no,0,1,0
696,AR,156,415-388-6223,no,no,0,1,0
697,WA,63,408-404-9539,no,no,0,0,0
698,NH,37,415-341-7332,no,no,0,0,0
699,IA,98,415-338-7886,no,no,0,0,0
700,WV,121,415-332-5596,no,no,0,0,0
701,RI,94,415-348-9945,no,no,0,0,0
702,KS,99,415-407-1896,no,no,0,1,0
703,MT,163,510-398-9408,no,yes,23,1,0
704,MO,161,510-369-8005,no,no,0,3,0
705,HI,99,415-346-2530,no,no,0,1,0
706,CO,108,415-400-5984,no,no,0,1,0
707,CT,84,510-351-1007,no,yes,42,3,0
708,ID,83,415-345-5980,yes,yes,32,2,0
709,DC,139,510-368-8964,no,no,0,2,0
710,TN,69,510-358-1912,no,no,0,3,0
711,WY,129,510-379-3132,no,no,0,4,0
712,MO,106,415-340-9910,no,no,0,2,0
713,VA,158,415-396-2719,no,no,0,2,0
714,SD,168,415-369-6204,no,yes,22,2,0
715,WV,115,510-420-9971,yes,no,0,1,1
716,GA,57,408-410-3782,yes,yes,30,2,0
717,AZ,67,415-404-4481,no,no,0,1,0
718,AK,127,408-383-9255,no,no,0,1,0
719,AK,78,510-418-9385,no,no,0,2,0
720,CT,100,415-360-9676,no,yes,38,0,0
721,UT,103,510-327-3587,no,yes,36,6,1
722,KY,113,415-385-4715,no,no,0,1,0
723,MI,78,510-414-2695,no,no,0,3,0
724,OR,129,510-331-5999,no,yes,36,1,0
725,TN,57,510-337-7739,no,no,0,2,0
726,WV,82,408-388-6658,no,no,0,1,0
727,NJ,64,415-405-6943,no,no,0,1,0
728,MS,86,510-382-4084,no,yes,39,2,0
729,ME,151,415-352-8249,no,yes,26,0,0
730,WY,94,510-353-8363,no,no,0,3,1
731,WY,90,415-416-2825,no,no,0,2,0
732,IN,48,510-342-6696,no,no,0,2,0
733,NM,85,408-338-9210,no,yes,37,2,0
734,NJ,93,415-328-1768,yes,yes,20,1,0
735,DC,169,415-406-5870,yes,no,0,3,0
736,UT,68,415-398-3834,no,no,0,5,1
737,KY,91,415-330-7754,yes,no,0,2,1
738,KS,68,510-414-9054,no,no,0,1,0
739,MI,101,510-350-2832,no,no,0,1,0
740,UT,67,510-414-9027,no,yes,20,1,0
741,NE,66,415-337-1225,no,no,0,0,0
742,FL,116,415-394-6577,no,yes,17,5,0
743,LA,158,408-359-6995,no,no,0,1,0
744,MT,78,415-377-7561,no,no,0,1,0
745,WA,119,415-380-6631,no,yes,26,1,0
746,MI,120,415-390-8876,no,no,0,1,0
747,KY,155,510-413-2201,no,no,0,1,0
748,LA,106,408-374-2073,no,no,0,1,0
749,NM,87,510-417-1272,yes,no,0,1,0
750,AL,146,415-358-1129,no,yes,32,3,0
751,MO,101,415-394-1211,no,yes,29,0,0
752,CO,22,510-327-1319,no,yes,23,3,0
753,TX,90,415-399-4413,no,no,0,2,0
754,NY,41,415-393-9985,no,no,0,1,0
755,OR,69,415-401-8377,no,no,0,2,0
756,WY,33,415-331-3202,no,no,0,2,0
757,UT,112,415-358-5953,no,no,0,1,0
758,LA,108,510-380-7624,no,yes,30,2,0
759,NV,136,415-416-5261,no,yes,21,2,0
760,NC,128,510-417-5067,no,no,0,1,0
761,NC,27,408-345-6515,no,no,0,2,0
762,WY,161,415-406-1349,yes,no,0,1,0
763,TN,33,415-360-9038,no,yes,35,0,0
764,FL,120,415-348-3444,no,yes,31,0,0
765,CA,113,415-370-2892,no,no,0,2,0
766,PA,122,415-383-4061,yes,no,0,0,1
767,WV,148,415-391-7937,no,yes,26,2,0
768,NJ,74,415-389-4083,no,no,0,3,0
769,MT,106,415-410-9633,no,no,0,1,0
770,MN,179,415-418-9502,no,no,0,1,0
771,WI,149,415-339-6637,yes,yes,28,5,1
772,ID,77,510-356-3403,no,no,0,0,0
773,MA,127,408-371-9457,yes,no,0,1,1
774,OR,80,415-391-8087,no,no,0,1,0
775,MT,106,510-392-6420,no,no,0,1,0
776,AL,61,415-399-4094,no,yes,20,0,0
777,ND,135,510-378-4013,yes,yes,24,2,0
778,LA,115,415-386-6306,no,yes,26,6,0
779,ND,167,408-359-3618,yes,no,0,2,0
780,MS,107,510-340-8875,yes,no,0,2,0
781,WV,112,415-330-2693,yes,no,0,1,0
782,WI,35,510-403-7627,no,yes,27,1,0
783,KS,103,408-342-3678,yes,no,0,3,0
784,MO,107,415-344-9943,no,yes,22,1,0
785,PA,69,415-390-5686,no,no,0,3,0
786,SD,85,408-358-5826,no,no,0,0,0
787,NJ,24,408-393-7826,no,no,0,2,1
788,AL,90,415-335-9786,no,no,0,2,0
789,ME,137,510-368-9860,no,no,0,3,0
790,AZ,92,415-416-9522,yes,yes,45,0,0
791,VT,38,415-416-7307,no,no,0,2,0
792,NV,69,510-397-6789,yes,yes,33,1,1
793,WI,45,408-335-9501,no,no,0,2,0
794,HI,73,408-388-1250,no,no,0,1,0
795,DE,92,415-386-1374,no,no,0,1,0
796,AZ,113,415-346-8112,no,yes,32,1,0
797,VA,68,408-364-9040,yes,no,0,1,1
798,GA,135,415-366-3944,no,yes,22,2,0
799,AZ,100,415-331-9861,no,yes,26,1,0
800,MN,96,415-330-2881,no,yes,27,1,0
801,ME,108,510-402-9558,no,no,0,1,0
802,FL,84,510-341-3180,no,no,0,0,0
803,WA,134,408-371-8598,no,no,0,1,0
804,MT,72,415-398-8385,no,no,0,0,0
805,AL,83,408-333-4154,no,no,0,0,0
806,WV,137,408-330-3589,no,no,0,0,0
807,GA,56,415-417-1477,no,yes,30,1,0
808,OH,61,510-327-5525,yes,yes,16,0,0
809,DE,171,510-363-8244,no,yes,17,1,0
810,NE,123,510-419-9104,no,no,0,1,0
811,FL,58,510-363-1560,no,no,0,0,0
812,AK,156,510-341-4075,no,no,0,1,0
813,WI,166,510-366-9074,no,no,0,0,0
814,WA,75,510-367-1424,no,yes,41,1,0
815,KY,75,415-341-1191,no,no,0,2,1
816,OH,83,510-342-9480,no,no,0,1,0
817,UT,243,510-355-9360,no,no,0,2,0
818,NM,153,408-343-1538,no,no,0,1,0
819,MN,150,415-335-2331,no,no,0,1,0
820,WV,92,510-335-7257,no,yes,16,2,0
821,MN,80,415-332-2137,no,no,0,0,0
822,AL,134,415-352-2998,no,no,0,1,0
823,PA,77,510-346-6941,no,yes,24,1,0
824,DE,147,510-400-2203,no,no,0,2,0
825,MO,74,415-421-2955,no,no,0,1,0
826,IL,138,510-331-6629,yes,no,0,1,0
827,FL,143,415-343-6314,no,no,0,0,0
828,HI,64,415-414-6638,no,no,0,2,0
829,ME,120,510-350-5883,no,no,0,2,0
830,CO,121,408-409-4447,yes,no,0,3,1
831,NH,88,415-376-4856,no,no,0,2,0
832,SC,87,408-335-1874,no,no,0,2,1
833,IN,100,510-397-6255,no,no,0,0,0
834,FL,104,415-381-5047,no,no,0,3,0
835,GA,27,510-403-6850,no,no,0,1,0
836,IL,81,415-375-3658,no,yes,31,0,0
837,NC,64,510-341-2603,yes,yes,33,0,0
838,VT,107,510-342-5062,no,yes,28,1,0
839,DC,88,415-354-1558,no,yes,17,1,0
840,VT,111,408-351-9537,no,no,0,3,0
841,NV,77,415-401-1252,no,no,0,5,0
842,OR,67,415-366-9538,yes,no,0,2,0
843,AL,102,408-364-7622,no,no,0,1,0
844,ND,146,408-393-9918,no,yes,19,1,0
845,FL,144,415-376-4484,no,yes,51,1,0
846,NE,96,415-410-6791,no,no,0,1,1
847,ND,70,415-343-2392,no,yes,31,1,0
848,ME,149,408-408-4323,no,no,0,0,0
849,IL,129,415-395-1718,no,no,0,2,0
850,WA,166,408-354-9492,no,no,0,0,0
851,MA,136,408-367-8168,yes,no,0,3,1
852,KS,149,510-340-3500,no,no,0,3,0
853,RI,70,415-369-4962,no,no,0,3,0
854,MO,120,415-334-8967,no,yes,24,2,0
855,IA,66,510-402-2377,no,no,0,2,0
856,WY,104,408-366-3917,no,no,0,1,0
857,NV,160,415-333-3531,no,no,0,1,0
858,WI,129,415-333-8954,no,yes,37,1,0
859,AL,93,408-374-9203,no,no,0,3,1
860,HI,169,415-334-3289,no,no,0,2,0
861,MO,58,415-353-7822,no,no,0,1,0
862,CA,75,510-350-1422,no,yes,38,3,0
863,MO,45,408-385-8406,no,no,0,1,0
864,CT,155,510-380-7277,no,no,0,3,0
865,MD,52,415-352-1798,no,no,0,4,0
866,OH,119,415-385-7922,no,yes,27,0,0
867,NV,86,510-353-7730,no,no,0,1,0
868,MD,42,408-337-7163,no,no,0,0,0
869,NE,127,510-348-5567,yes,no,0,2,0
870,OH,123,408-420-9575,no,no,0,0,0
871,MA,98,510-366-3358,no,no,0,4,1
872,OK,149,510-359-9972,no,yes,43,1,0
873,MA,160,408-387-3332,no,no,0,1,0
874,WA,103,415-354-6960,no,no,0,5,0
875,HI,132,415-405-3335,no,yes,15,1,0
876,CO,137,415-379-4257,no,no,0,1,0
877,FL,129,415-355-4992,yes,no,0,1,0
878,WI,62,415-383-6373,no,no,0,1,0
879,ID,122,510-382-7993,no,yes,33,4,0
880,WY,32,408-422-5865,no,no,0,1,0
881,GA,86,510-410-9961,no,no,0,3,0
882,FL,130,415-343-9946,no,no,0,1,0
883,WY,42,408-357-7060,no,no,0,1,0
884,DE,73,415-355-9541,no,no,0,2,0
885,ME,66,408-378-4145,no,yes,26,2,0
886,DC,103,510-386-2317,no,yes,31,0,0
887,IA,128,408-335-8146,no,no,0,1,0
888,CO,104,415-377-2235,no,no,0,2,0
889,MN,103,415-386-9141,no,no,0,0,0
890,VT,124,415-416-5623,no,no,0,0,0
891,AZ,87,510-327-3053,no,no,0,1,0
892,LA,109,415-395-6195,no,yes,27,1,1
893,MO,167,415-397-8772,yes,no,0,2,0
894,ME,97,510-346-7656,no,no,0,4,1
895,MD,106,415-343-2350,no,no,0,2,0
896,VT,125,415-372-4722,no,no,0,2,0
897,DC,108,408-399-8615,no,yes,35,0,0
898,WY,125,415-379-8248,no,no,0,1,0
899,VA,89,415-414-6219,no,yes,32,1,0
900,VA,72,510-387-1343,yes,yes,29,0,0
901,CT,23,510-370-5527,no,no,0,2,1
902,HI,149,510-393-8736,no,no,0,7,0
903,WI,73,415-402-7626,no,no,0,0,0
904,MD,61,415-370-2688,no,no,0,1,1
905,WV,161,415-418-9036,no,no,0,4,1
906,VT,73,408-417-2035,no,no,0,0,0
907,UT,118,415-355-3602,no,yes,24,1,0
908,CO,23,408-393-4027,no,no,0,6,0
909,NC,127,415-418-5141,no,yes,25,0,0
910,NJ,42,415-406-1247,no,yes,32,0,0
911,AR,118,415-402-3892,no,no,0,5,1
912,IA,45,510-332-2965,no,no,0,2,0
913,GA,50,408-377-1218,no,yes,24,1,0
914,MO,179,510-355-2464,no,no,0,0,1
915,MO,152,408-404-4611,no,no,0,2,0
916,WY,105,415-373-2339,no,no,0,2,0
917,HI,72,415-410-3503,no,no,0,0,0
918,PA,52,408-410-4739,no,no,0,1,0
919,TX,125,415-365-3562,no,no,0,1,0
920,VA,143,510-387-7641,no,no,0,1,0
921,RI,65,415-385-9744,no,no,0,1,0
922,WI,80,415-398-5006,no,no,0,1,0
923,MS,1,415-408-3977,no,no,0,1,0
924,KY,60,408-334-2729,no,no,0,1,0
925,NC,43,415-334-7685,no,no,0,1,0
926,NV,143,415-350-9228,no,no,0,0,0
927,UT,81,415-407-5774,no,yes,24,0,0
928,ME,205,510-413-4039,no,yes,24,2,0
929,HI,24,415-343-2077,no,no,0,1,0
930,OH,74,415-336-5661,no,no,0,0,0
931,WV,77,510-355-4143,no,no,0,1,0
932,OK,74,415-366-5918,no,no,0,1,0
933,KY,74,510-368-7555,yes,no,0,1,1
934,AL,200,408-408-2119,no,no,0,1,0
935,MD,86,408-329-2789,no,no,0,4,0
936,NE,91,510-334-1508,no,yes,37,0,0
937,DC,76,415-337-1506,no,no,0,2,0
938,TX,130,415-396-8400,no,no,0,1,0
939,OH,56,408-349-2654,no,no,0,2,0
940,DE,117,415-417-2716,no,no,0,0,0
941,IA,63,510-402-1725,no,no,0,2,0
942,VT,126,415-403-3229,no,no,0,0,0
943,OR,132,510-353-6056,no,no,0,1,0
944,NV,81,415-399-9802,no,yes,28,4,1
945,NC,122,415-366-7069,no,no,0,2,0
946,NJ,46,408-332-5949,no,no,0,2,1
947,MN,150,415-393-6376,no,yes,28,1,0
948,ID,99,408-354-7025,no,no,0,1,0
949,AL,87,408-351-6585,no,no,0,1,0
950,AK,108,415-330-5462,no,no,0,1,0
951,VT,101,415-407-2292,no,no,0,4,0
952,PA,53,415-340-3011,no,no,0,3,0
953,AK,132,415-345-9153,no,yes,39,2,0
954,CA,158,510-379-5503,no,no,0,2,0
955,MS,114,415-389-6790,no,yes,34,0,0
956,AR,77,415-408-3610,no,yes,23,2,0
957,NV,144,415-375-8238,yes,no,0,0,0
958,AL,91,510-378-5633,no,yes,23,3,0
959,GA,58,408-389-9120,no,no,0,2,0
960,AR,5,415-380-2758,no,no,0,3,0
961,MA,97,408-402-2728,no,no,0,0,0
962,NJ,107,415-354-9062,no,no,0,3,0
963,MO,142,415-417-2054,no,yes,30,1,0
964,NY,9,408-353-1941,no,yes,31,1,0
965,AZ,73,415-328-1522,no,no,0,0,0
966,NJ,48,510-408-4529,no,yes,22,2,1
967,WV,43,408-417-5320,no,no,0,0,0
968,NM,122,408-370-9755,no,yes,33,1,1
969,SC,93,415-372-4835,no,no,0,0,0
970,VT,85,415-334-6605,no,no,0,1,0
971,TN,59,415-399-5564,no,no,0,3,0
972,LA,87,415-392-2887,no,no,0,1,0
973,OH,137,408-328-2110,no,no,0,0,0
974,OR,21,510-383-5976,no,yes,31,6,0
975,DE,129,510-332-6181,no,no,0,0,1
976,KY,104,415-330-5255,no,no,0,0,0
977,GA,93,408-413-5190,no,yes,21,4,1
978,VT,63,415-394-7447,no,no,0,4,1
979,OR,161,415-353-7096,no,no,0,0,0
980,TX,50,510-395-6002,no,no,0,3,0
981,MO,103,408-372-9816,no,yes,24,1,0
982,ND,84,415-400-7253,no,yes,33,1,0
983,MN,92,510-344-7470,no,no,0,1,0
984,NV,77,415-378-8572,no,no,0,1,0
985,NY,64,415-345-9140,yes,no,0,1,1
986,FL,159,415-340-5460,no,yes,15,1,0
987,KS,110,415-369-8024,yes,yes,27,1,1
988,NV,138,510-395-8595,no,no,0,3,0
989,NV,178,408-359-4587,no,no,0,1,0
990,SC,38,415-375-5439,no,yes,31,0,0
991,MI,50,415-361-3779,no,yes,35,2,0
992,MI,45,510-375-8934,no,yes,26,1,0
993,TN,70,510-395-4757,no,no,0,0,0
994,NY,147,510-421-7205,no,yes,33,3,0
995,NV,94,510-379-8805,no,no,0,1,0
996,IL,179,510-348-2150,no,no,0,0,0
997,MS,116,415-417-9128,no,no,0,2,0
998,ND,59,510-351-4226,no,no,0,0,0
999,NC,165,415-330-6630,no,no,0,0,0
1000,MI,133,408-387-9137,no,no,0,2,1
1001,TN,140,415-372-3987,no,no,0,1,0
1002,VT,93,408-408-5183,no,yes,32,2,0
1003,OK,52,510-412-9357,no,yes,38,0,0
1004,DE,64,415-402-3599,no,yes,27,1,0
1005,ND,12,510-379-5211,yes,no,0,2,0
1006,OR,48,415-405-9217,no,no,0,2,0
1007,NY,181,408-340-9200,no,no,0,1,0
1008,MO,168,415-339-9026,no,yes,42,2,0
1009,FL,155,415-343-4772,no,no,0,3,0
1010,ND,105,510-345-2108,no,no,0,0,0
1011,NY,11,415-401-4650,no,no,0,2,0
1012,ND,182,415-400-3945,no,no,0,2,0
1013,NY,104,415-338-3781,no,no,0,1,0
1014,OH,102,415-342-6316,no,no,0,0,0
1015,AL,122,415-336-5920,no,no,0,0,0
1016,SC,41,415-332-1060,no,no,0,1,0
1017,GA,132,415-418-3426,no,no,0,2,0
1018,WY,76,415-408-6326,no,no,0,1,1
1019,WV,13,415-334-6142,no,no,0,1,0
1020,HI,115,415-336-6128,no,yes,33,2,0
1021,WV,67,408-406-6708,no,no,0,1,0
1022,LA,154,510-388-8670,no,no,0,0,0
1023,AR,100,510-363-5853,no,no,0,2,0
1024,AK,146,510-383-6544,yes,no,0,1,0
1025,DC,148,415-378-2940,no,yes,11,1,0
1026,AL,67,415-338-7683,no,yes,28,2,0
1027,UT,161,510-329-2786,yes,no,0,1,1
1028,KS,70,415-369-9465,no,no,0,1,0
1029,MN,116,510-337-3769,no,no,0,0,0
1030,VA,99,415-400-6257,no,yes,42,2,1
1031,UT,87,415-411-6663,no,no,0,1,0
1032,IN,87,510-384-3101,no,no,0,1,0
1033,CT,70,408-339-5329,no,no,0,2,0
1034,DE,131,408-388-9944,no,no,0,2,0
1035,VT,119,510-403-1769,no,no,0,2,0
1036,MO,119,408-390-1612,no,yes,32,3,0
1037,RI,87,510-421-7214,yes,no,0,0,0
1038,CA,112,415-338-6962,no,no,0,5,1
1039,RI,75,415-333-9826,no,no,0,2,0
1040,CT,150,510-411-8549,no,no,0,4,0
1041,IN,161,510-381-9234,no,yes,38,0,0
1042,FL,91,510-387-9855,yes,yes,24,0,0
1043,KS,124,415-371-6990,no,no,0,3,0
1044,NY,94,510-417-3046,yes,no,0,4,0
1045,TX,217,408-385-7082,no,no,0,4,0
1046,RI,158,510-365-5886,no,no,0,0,0
1047,NV,102,415-373-5196,no,no,0,0,0
1048,UT,85,510-327-6194,no,no,0,0,0
1049,OK,79,510-381-4565,no,no,0,1,0
1050,MN,139,510-357-9832,no,yes,25,2,0
1051,NC,103,415-396-4845,no,no,0,0,0
1052,OR,98,415-378-6772,yes,no,0,1,0
1053,NH,78,408-353-4296,no,no,0,2,0
1054,AK,50,408-362-8331,no,no,0,1,0
1055,OR,161,415-362-4685,no,no,0,1,0
1056,KS,67,408-383-1431,no,no,0,0,0
1057,WV,86,415-332-2258,no,yes,38,1,0
1058,GA,92,510-375-8304,no,no,0,0,0
1059,NM,174,415-340-5580,no,no,0,1,0
1060,OH,124,510-362-1490,no,no,0,1,0
1061,ND,132,415-336-4281,no,yes,31,1,0
1062,RI,190,415-361-1315,no,yes,26,1,0
1063,HI,101,510-342-5906,no,no,0,1,0
1064,WY,185,415-405-7904,yes,yes,30,2,0
1065,NY,68,415-349-4762,no,yes,29,0,0
1066,KS,117,510-385-3263,no,yes,25,0,0
1067,LA,118,408-405-9496,no,no,0,1,0
1068,PA,124,415-396-6775,no,no,0,0,0
1069,NV,22,510-393-6475,no,no,0,1,0
1070,MN,75,415-379-7779,no,no,0,1,0
1071,PA,134,408-408-8650,no,no,0,1,0
1072,MO,164,408-400-3497,no,yes,25,1,0
1073,NY,44,510-407-9244,no,no,0,1,0
1074,ME,177,415-406-8809,no,no,0,2,0
1075,NH,110,408-358-1778,no,no,0,0,0
1076,WY,53,415-337-4339,no,yes,27,1,0
1077,NY,108,415-344-7197,no,no,0,4,1
1078,ME,80,408-333-7631,no,no,0,0,1
1079,MN,158,408-372-6623,no,no,0,1,0
1080,OH,114,415-363-2602,no,no,0,0,0
1081,NC,64,408-387-7757,no,yes,19,1,0
1082,SD,88,415-397-5381,no,no,0,3,0
1083,UT,82,510-406-4604,yes,no,0,3,0
1084,KY,111,415-376-9513,no,no,0,3,0
1085,MT,60,408-360-1852,no,no,0,2,0
1086,NJ,113,408-421-7270,no,no,0,3,0
1087,FL,109,408-371-9482,no,no,0,1,0
1088,IN,105,510-337-4101,no,yes,42,0,0
1089,DE,85,510-420-2796,no,no,0,2,0
1090,AL,131,510-366-4225,no,no,0,0,0
1091,ME,59,510-398-4567,no,no,0,2,0
1092,SD,148,408-388-4571,no,no,0,1,0
1093,VA,210,408-360-8666,no,no,0,2,0
1094,AK,115,415-333-3704,no,no,0,0,0
1095,ID,106,510-383-2566,no,no,0,1,0
1096,RI,93,415-406-5584,no,no,0,1,0
1097,KY,57,415-344-4691,no,yes,29,1,0
1098,ND,98,510-347-9737,no,no,0,1,0
1099,HI,157,415-333-7961,no,no,0,3,0
1100,WI,116,415-364-2439,no,yes,35,1,0
1101,WV,30,510-411-8043,no,no,0,2,0
1102,NJ,111,510-332-5084,no,no,0,4,1
1103,KS,52,415-413-4831,no,no,0,0,0
1104,AL,72,415-343-4806,no,no,0,4,0
1105,NJ,135,510-401-8735,no,yes,28,2,1
1106,NC,86,510-391-8626,no,no,0,3,0
1107,DE,98,415-327-5817,no,yes,29,3,0
1108,WY,151,510-381-4712,no,no,0,3,0
1109,ID,118,415-335-3320,no,no,0,0,0
1110,NY,117,415-415-8780,no,no,0,2,0
1111,MO,55,510-362-1146,no,no,0,0,0
1112,ID,82,408-352-7413,no,no,0,0,0
1113,IA,152,415-387-6716,no,no,0,1,0
1114,TN,108,408-352-1127,no,yes,15,1,0
1115,OH,98,408-368-1288,no,no,0,1,1
1116,IL,130,415-403-5279,no,no,0,3,0
1117,FL,136,408-397-9333,yes,no,0,1,0
1118,MA,47,415-411-7353,no,no,0,3,0
1119,OK,189,415-383-2537,no,no,0,3,0
1120,KY,107,415-330-4419,no,no,0,1,0
1121,MI,91,415-390-7930,no,no,0,5,1
1122,NE,159,415-362-5111,no,no,0,1,1
1123,VA,11,408-358-6796,no,yes,24,2,0
1124,NY,167,415-409-7494,no,no,0,1,0
1125,MT,111,408-400-1636,no,no,0,2,0
1126,VT,99,408-389-2747,no,yes,19,2,0
1127,KS,159,415-415-2176,no,yes,19,0,0
1128,VA,114,415-377-8067,yes,yes,31,2,0
1129,AL,71,415-362-7835,no,no,0,2,0
1130,PA,122,415-361-5225,no,no,0,1,0
1131,AL,100,408-333-3447,no,yes,25,1,0
1132,WV,83,415-341-3044,no,yes,37,1,0
